chat_id,message_id,from,to,price,day,month,year,time,comment,status
0,1,Шаульдер,Нур-Султан,1500.0,1,12,2020,06:00,-,выполнен
934716581,450,Шаульдер,Туркестан,1000.0,15,12,2020,15:00,-,отменен
1428370949,453,Шаульдер,Алматы,1000.0,10,12,2020,06:00,-,отменен
934716581,454,Шаульдер,Алматы,2000.0,10,12,2020,15:00,-,отменен
934716581,456,Шаульдер,Алматы,1500.0,13,12,2020,08:00,-,отменен
860668591,470,Нур-Султан,Шымкент,10000,17,12,2020,08:00,-,
